uid,gene_id,direction,padj,log2FoldChange,source
BM_330,ENSG00000186007,down,0.0023085464939908,-1.43858976861423,tnbc140226
BM_331,ENSG00000125378,down,0.0023433462718273,-1.50897055398886,tnbc140226
BM_332,ENSG00000262155,down,0.0023489655220694,-2.19741568250428,tnbc140226
BM_333,ENSG00000164161,down,0.0024133113891926,-3.5039878220457,tnbc140226
BM_334,ENSG00000171017,down,0.0024783802108366,-1.32163694233937,tnbc140226
BM_335,ENSG00000117643,down,0.002738899252614,-1.847761576978,tnbc140226
BM_336,ENSG00000171951,down,0.0028269947949044,-1.14659102386334,tnbc140226
BM_337,ENSG00000121454,down,0.0030248984965716,-1.37522555475966,tnbc140226
BM_338,ENSG00000102854,down,0.0031269229717704,-2.09264767180679,tnbc140226
BM_339,ENSG00000261652,down,0.003143611703676,-1.53603796744498,tnbc140226
BM_340,ENSG00000117480,down,0.0031441254267784,-2.18069001535108,tnbc140226
BM_341,ENSG00000224903,down,0.0032246067240021,-1.27311204959781,tnbc140226
BM_342,ENSG00000221866,down,0.0035773925947661,-2.01366407381932,tnbc140226
BM_343,ENSG00000162631,down,0.0036174229216588,-2.50165121734535,tnbc140226
BM_344,ENSG00000249406,down,0.0038947880800606,-1.58005681902168,tnbc140226
BM_345,ENSG00000177409,down,0.0040464521079107,-2.10118272053177,tnbc140226
BM_346,ENSG00000169840,down,0.0041828962787585,-1.21022495517939,tnbc140226
BM_347,ENSG00000186409,down,0.0042489078099933,-1.36260622657795,tnbc140226
BM_348,ENSG00000244879,down,0.0043234891820624,-1.12776538809504,tnbc140226
BM_349,ENSG00000253522,down,0.0044228925864307,-3.65577624465429,tnbc140226
BM_350,ENSG00000167178,down,0.0047539030751738,-1.83920448522369,tnbc140226
BM_351,ENSG00000027644,down,0.0050580605497666,-1.46047631078428,tnbc140226
BM_352,ENSG00000159784,down,0.00530038188811,-1.53918116115782,tnbc140226
BM_353,ENSG00000223764,down,0.005383574540968,-1.99071613199239,tnbc140226
BM_354,ENSG00000052850,down,0.005908004237715,-1.86544720424514,tnbc140226
BM_355,ENSG00000103150,down,0.0059398123270491,-1.10325119928782,tnbc140226
BM_356,ENSG00000286913,down,0.0061619271353136,-1.18799625751965,tnbc140226
BM_357,ENSG00000254416,down,0.0062523002093443,-2.6546909119163,tnbc140226
BM_358,ENSG00000143473,down,0.0064243241272095,-1.05096906575293,tnbc140226
BM_359,ENSG00000245849,down,0.0066097288724303,-1.13981588013054,tnbc140226
BM_360,ENSG00000106823,down,0.0067846717105938,-2.31907629434459,tnbc140226
BM_361,ENSG00000117228,down,0.0068465602963955,-2.84861837191387,tnbc140226
BM_362,ENSG00000154822,down,0.0073990688792303,-1.39796532735714,tnbc140226
BM_363,ENSG00000142233,down,0.0076836294717043,-1.09984874358415,tnbc140226
BM_364,ENSG00000225614,down,0.007917098616173,-1.46525725636516,tnbc140226
BM_365,ENSG00000250133,down,0.0084198231267071,-1.90813234921568,tnbc140226
BM_366,ENSG00000165092,down,0.0086668562465577,-4.74185082366879,tnbc140226
BM_367,ENSG00000148225,down,0.0087248897680616,-1.7845881400731,tnbc140226
BM_368,ENSG00000011677,down,0.008986824494702,-5.14315740913647,tnbc140226
BM_369,ENSG00000115271,down,0.0095876862856927,-2.93021330212584,tnbc140226
BM_370,ENSG00000206072,down,0.0095904584502097,-4.44657626308913,tnbc140226
BM_371,ENSG00000279108,down,0.0103615752948785,-1.97637879948971,tnbc140226
BM_372,ENSG00000167264,down,0.0106606362938747,-1.04541325827318,tnbc140226
BM_373,ENSG00000221955,down,0.0106991151767749,-1.12193083626885,tnbc140226
BM_374,ENSG00000210151,down,0.0106991151767749,-1.07829705593478,tnbc140226
BM_375,ENSG00000106789,down,0.0111208172378044,-1.01811730224618,tnbc140226
BM_376,ENSG00000187486,down,0.0118021807734527,-1.13675992391731,tnbc140226
BM_377,ENSG00000175018,down,0.012549268930185,-1.26249081702422,tnbc140226
BM_378,ENSG00000139508,down,0.0128979995881072,-1.01755218925934,tnbc140226
BM_379,ENSG00000261115,down,0.0129838083974894,-1.30055505871624,tnbc140226
BM_380,ENSG00000183067,down,0.0132211671008078,-2.88366717220551,tnbc140226
BM_381,ENSG00000147655,down,0.013350164683926,-1.13309744928277,tnbc140226
BM_382,ENSG00000251350,down,0.013564812053017,-1.37045156692491,tnbc140226
BM_383,ENSG00000259495,down,0.013564812053017,-3.12579087336971,tnbc140226
BM_384,ENSG00000288612,down,0.0139195378981153,-1.44565405487585,tnbc140226
BM_385,ENSG00000177294,down,0.0143196583698922,-1.27870475255388,tnbc140226
BM_386,ENSG00000162692,down,0.0143392564390914,-2.92272452751981,tnbc140226
BM_387,ENSG00000150672,down,0.0145864087720796,-1.46086494178277,tnbc140226
BM_388,ENSG00000169783,down,0.0147007013679215,-1.85280396769582,tnbc140226
BM_389,ENSG00000137101,down,0.0148052767334417,-1.24700832248938,tnbc140226
BM_390,ENSG00000146950,down,0.0149144068697444,-1.45718719681423,tnbc140226
BM_391,ENSG00000025434,down,0.0149998489394424,-1.14694354954345,tnbc140226
BM_392,ENSG00000133687,down,0.0152181980901969,-1.17714051400534,tnbc140226
BM_393,ENSG00000198074,down,0.0156566459305823,-2.66749071509983,tnbc140226
BM_394,ENSG00000255337,down,0.0156765750861285,-2.02003530316192,tnbc140226
BM_395,ENSG00000233117,down,0.0157606762742978,-1.16572173434544,tnbc140226
BM_396,ENSG00000102886,down,0.0158263242630784,-1.18938864945514,tnbc140226
BM_397,ENSG00000162946,down,0.0164723015182376,-1.50951815991236,tnbc140226
BM_398,ENSG00000262468,down,0.0169106668014164,-1.34309514960243,tnbc140226
BM_399,ENSG00000180616,down,0.0169106668014164,-2.69463885463203,tnbc140226
BM_400,ENSG00000248370,down,0.017246386794112,-1.85505051683128,tnbc140226
BM_401,ENSG00000149294,down,0.0172974199353079,-3.55431018849625,tnbc140226
BM_402,ENSG00000157111,down,0.0174671952753977,-3.22345613700807,tnbc140226
BM_403,ENSG00000159761,down,0.0174781434698254,-1.2319905688715,tnbc140226
BM_404,ENSG00000176928,down,0.0175542351042593,-2.09880037973092,tnbc140226
BM_405,ENSG00000236723,down,0.0176326542575438,-2.01985695309443,tnbc140226
BM_406,ENSG00000185250,down,0.01764693504126,-1.19586368894279,tnbc140226
BM_407,ENSG00000186594,down,0.017692872557429,-1.42323445840926,tnbc140226
BM_408,ENSG00000272540,down,0.0180435074462565,-1.02269133694819,tnbc140226
BM_409,ENSG00000154511,down,0.0183700327829276,-1.16062468868756,tnbc140226
BM_410,ENSG00000140481,down,0.0186825531984505,-4.39401970513062,tnbc140226
BM_411,ENSG00000235092,down,0.0189549794636865,-1.09414121830166,tnbc140226
BM_412,ENSG00000164512,down,0.019312540483982,-3.21235840836421,tnbc140226
BM_413,ENSG00000274630,down,0.0196264886338469,-1.26100574280648,tnbc140226
BM_414,ENSG00000287046,down,0.0198630330699385,-1.88170630978564,tnbc140226
BM_415,ENSG00000271380,down,0.0205859559537704,-1.06512270857419,tnbc140226
BM_416,ENSG00000168491,down,0.0207175069775501,-1.09069654592262,tnbc140226
BM_417,ENSG00000134376,down,0.0210008620707543,-2.31778389421158,tnbc140226
BM_418,ENSG00000135312,down,0.0218105000237953,-2.06855617715091,tnbc140226
BM_419,ENSG00000185269,down,0.0221846773641417,-1.52514417590163,tnbc140226
BM_420,ENSG00000154734,down,0.0222542438690687,-1.12995789265025,tnbc140226
BM_421,ENSG00000103021,down,0.0240947363030001,-1.56542540185346,tnbc140226
BM_422,ENSG00000099953,down,0.0244754877672927,-2.78940456235125,tnbc140226
BM_423,ENSG00000276600,down,0.024588669066346,-1.00764616728365,tnbc140226
BM_424,ENSG00000138623,down,0.0247718034743732,-1.06480439328512,tnbc140226
BM_425,ENSG00000280099,down,0.0251090296871214,-1.47706730408169,tnbc140226
BM_426,ENSG00000078114,down,0.0252660575165817,-2.01625528470155,tnbc140226
BM_427,ENSG00000182585,down,0.0256665432522101,-1.63532663293599,tnbc140226
BM_428,ENSG00000126500,down,0.026608008039677,-1.14908415701476,tnbc140226
BM_429,ENSG00000198796,down,0.0272520333810011,-1.15572048975414,tnbc140226
BM_430,ENSG00000155085,down,0.0275286155755168,-1.1385485521976,tnbc140226
BM_431,ENSG00000015520,down,0.0278255158955158,-1.06975919585817,tnbc140226
BM_432,ENSG00000106034,down,0.0278255158955158,-1.25538638792029,tnbc140226
BM_433,ENSG00000168916,down,0.0287756650181877,-3.13154242700317,tnbc140226
BM_434,ENSG00000231105,down,0.0287959145776042,-1.36416037934512,tnbc140226
BM_435,ENSG00000244513,down,0.0290005662164906,-1.01203695745985,tnbc140226
BM_436,ENSG00000160282,down,0.0299815762115187,-1.51449545641495,tnbc140226
BM_437,ENSG00000038427,down,0.0302642891724469,-4.83412633403704,tnbc140226
BM_438,ENSG00000144481,down,0.0313394939544008,-1.31649720143724,tnbc140226
BM_439,ENSG00000176055,down,0.0313394939544008,-1.1726198998289,tnbc140226
BM_440,ENSG00000095370,down,0.0313394939544008,-1.09078789896224,tnbc140226
BM_441,ENSG00000110002,down,0.0313394939544008,-1.47494913080155,tnbc140226
BM_442,ENSG00000146411,down,0.0314033886125136,-3.1551825628029,tnbc140226
BM_443,ENSG00000266840,down,0.0318937000215758,-3.19649233563649,tnbc140226
BM_444,ENSG00000160097,down,0.0320289440959468,-1.3690770457682,tnbc140226
BM_445,ENSG00000280213,down,0.0324868567127647,-1.17384117864434,tnbc140226
BM_446,ENSG00000173210,down,0.033320949991542,-1.29508692580923,tnbc140226
BM_447,ENSG00000206530,down,0.0352566902211028,-1.06482455140654,tnbc140226
BM_448,ENSG00000260941,down,0.0355745488041575,-1.44770240809494,tnbc140226
BM_449,ENSG00000242779,down,0.0361597882973421,-1.17210321889848,tnbc140226
BM_450,ENSG00000135424,down,0.0372889933479474,-1.00738256616838,tnbc140226
BM_451,ENSG00000165379,down,0.0378811955192568,-2.55333460942897,tnbc140226
BM_452,ENSG00000137261,down,0.03865535637482,-1.22168362455086,tnbc140226
BM_453,ENSG00000157890,down,0.038866197714925,-2.24594601092312,tnbc140226
BM_454,ENSG00000111907,down,0.0391517610503823,-3.28403923233233,tnbc140226
BM_455,ENSG00000241322,down,0.0407768558682986,-2.42871655868598,tnbc140226
BM_456,ENSG00000182798,down,0.0408661573290086,-1.97458207584767,tnbc140226
BM_457,ENSG00000187398,down,0.0414645005378725,-1.23911023344213,tnbc140226
BM_458,ENSG00000275857,down,0.0425421325064651,-1.04467403283047,tnbc140226
BM_459,ENSG00000171435,down,0.0434445464843832,-1.16790341904686,tnbc140226
BM_460,ENSG00000204682,down,0.0438616779910291,-1.21217742763109,tnbc140226
BM_461,ENSG00000177570,down,0.0457118208161312,-1.45242918683528,tnbc140226
BM_462,ENSG00000261799,down,0.0463597844550387,-1.15385543910168,tnbc140226
BM_463,ENSG00000006468,down,0.0469525646783846,-1.19846294357683,tnbc140226
BM_464,ENSG00000178695,down,0.0491637112352211,-1.31777113250464,tnbc140226
BM_465,ENSG00000185261,down,0.0493770783357812,-1.83490657267485,tnbc140226
BM_466,ENSG00000172346,down,0.0499323682380711,-1.6799523572543,tnbc140226
